question,answer
Karaciğer hastalığı nasıl anlaşılır?,"Karaciğer hastalığı genellikle ciltte ve gözlerde sararma (sarılık), belirgin yorgunluk, iştahsızlık, mide bulantısı ve kusma ile kendini gösterebilir. Karın bölgesinde ağrı veya şişlik (sıvı birikimi), koyu renkli idrar ve açık renkli dışkı da diğer önemli belirtiler arasındadır. Bu tür şikayetler fark edildiğinde vakit kaybetmeden bir doktora başvurmak önemlidir."
Karaciğer ile ilgili: Hepatit C nasıl bulaşır,"Hepatit C virüsü temel olarak enfekte kan yoluyla bulaşır. En yaygın bulaşma yolları arasında damar içi uyuşturucu kullanımında iğne paylaşımı, sterilize edilmemiş tıbbi aletlerin kullanılması ve (geçmişte) kontamine kan transfüzyonları bulunur. Daha nadiren, cinsel yolla veya enfekte anneden bebeğine de geçebilir."
Karaciğer ile ilgili: Hepatit C enfeksiyonu nasıl geçer?,Hepatit C enfeksiyonu genellikle kendiliğinden geçmez ve kronikleşebilir. Ancak günümüzde kullanılan direkt etkili antiviral ilaçlar (DAA'lar) sayesinde enfeksiyonun kalıcı olarak tedavi edilme şansı çok yüksektir. Bu ilaçlarla tedavi genellikle kısa sürer ve çoğu hastada virüs tamamen temizlenir.
Karaciğer ile ilgili: Hepatit C başkasına nasıl bulaşır?,"Hepatit C virüsü temel olarak kan yoluyla bulaşır. En sık, uyuşturucu enjeksiyonu için kullanılan iğne ve şırınga paylaşımıyla yayılır. Ayrıca, steril olmayan tıbbi ekipman kullanımı veya kan ürünleri aracılığıyla da geçebilir. Daha nadiren, korunmasız cinsel ilişki veya doğum sırasında anneden bebeğe geçiş görülebilir."
Karaciğer ile ilgili: Hepatit A nasıl bulaşır,"Hepatit A, genellikle virüsle kirlenmiş yiyecek veya su tüketimiyle bulaşır. Özellikle kişisel hijyen kurallarına (el yıkama gibi) dikkat edilmediğinde, enfekte bir kişiyle yakın temas yoluyla da geçebilir."
Karaciğer ile ilgili: Hepatit A enfeksiyonu nasıl geçer?,"Hepatit A enfeksiyonu genellikle özel bir antiviral tedavi gerektirmeden kendiliğinden geçer. Vücut virüsü zamanla temizler ve karaciğer kendini onarır. Bu süreçte yatak istirahati, bol sıvı alımı ve karaciğeri yormayacak bir beslenme önemlidir."
Karaciğer ile ilgili: Hepatit A başkasına nasıl bulaşır?,"Hepatit A virüsü, enfekte bir kişinin dışkısıyla kirlenmiş yiyecek, su veya yüzeyler aracılığıyla ağız yoluyla bulaşır. Temel olarak, tuvalet sonrası el yıkama gibi hijyen kurallarına uyulmaması veya virüsü taşıyan gıdaların (özellikle iyi pişmemiş deniz ürünleri) tüketilmesiyle yayılır. Enfekte bir kişiyle yakın temas da bulaşma riskini artırabilir."
Karaciğer ile ilgili: Hepatit C aşısı var mı,"Şu an için Hepatit C için onaylanmış, yaygın kullanıma sunulmuş bir aşı bulunmamaktadır. Virüsün yüksek genetik çeşitliliği nedeniyle aşı geliştirme çalışmaları karmaşık bir süreçtir ve devam etmektedir. Ancak günümüzde Hepatit C enfeksiyonunu yüksek başarı oranlarıyla tedavi edebilen etkili antiviral ilaçlar mevcuttur."
Karaciğer ile ilgili: Hepatit C için aşı mevcut mu?,"Hepatit C için şu anda ticari olarak mevcut bir aşı bulunmamaktadır. Virüsün genetik çeşitliliği ve mutasyon kapasitesi nedeniyle aşı geliştirme çalışmaları oldukça zorlu ilerlemektedir. Ancak, dünya genelinde birçok araştırma grubu etkili bir aşı bulmak için çalışmalarını sürdürmektedir."
Karaciğer ile ilgili: Hepatit C aşısı bulunuyor mu?,"Hepatit C virüsüne karşı geliştirilmiş ticari bir aşı henüz bulunmamaktadır. Araştırmalar ve klinik denemeler devam etmekle birlikte, henüz onaylanmış ve geniş kullanıma sunulmuş bir aşı yoktur. Virüsün yüksek genetik çeşitliliği nedeniyle aşı geliştirme süreci oldukça zorludur."
Karaciğer hastalığı nasıl anlaşılır?,"Karaciğer hastalığı, ciltte ve gözlerde sarılık, sürekli yorgunluk, mide bulantısı, iştahsızlık ve karın bölgesinde şişlik gibi belirtilerle kendini gösterebilir. Ayrıca idrar renginin koyulaşması, dışkının açık renk alması ve vücutta kolay morarmalar da dikkat çekici işaretlerdendir. Bu belirtilerden birkaçı varsa mutlaka bir doktora başvurmak gerekir."
Karaciğer ile ilgili: Çocuklarda hepatit B nasıl önlenir,"Çocuklarda hepatit B'yi önlemenin en etkili yolu aşılamadır. Bebeklere doğumdan hemen sonra ilk dozu yapılır ve belirlenen aşı takvimi tamamlanarak tam koruma sağlanır. Özellikle taşıyıcı annelerden doğan bebeklere, doğumda aşıya ek olarak Hepatit B İmmün Globulin (HBIG) uygulanmasıyla bulaşma riski büyük ölçüde azaltılır."
Karaciğer ile ilgili: Çocuklarda hepatit B bulaşmasın diye ne yapılır?,"Çocuklarda hepatit B bulaşmasını önlemenin en etkili yolu aşılamadır. İlk doz doğumda, sonraki dozlar ise belirli aralıklarla yapılır. Annesi hepatit B taşıyıcısı olan bebeklere doğumda aşıya ek olarak immünoglobulin de uygulanır."
Karaciğer hastalığı nasıl anlaşılır?,"Karaciğer hastalığı genellikle gözlerde ve ciltte sararma (sarılık) ile kendini gösterir. Aşırı yorgunluk, iştahsızlık, bulantı ve kilo kaybı sık görülen belirtilerdendir. Koyu renkli idrar, açık renkli dışkı, karın şişliği (ödem) ve sağ üst kadranda ağrı da önemli işaretlerdir. Bu belirtilerden birkaçı bir arada görülüyorsa mutlaka bir doktora başvurulmalıdır."
Karaciğer ile ilgili: Hepatit C nasıl bulaşır,"Hepatit C virüsü temel olarak kan yoluyla bulaşır. En yaygın bulaşma şekli, uyuşturucu enjeksiyonunda kullanılan şırınga ve iğnelerin paylaşılmasıdır. Steril olmayan tıbbi veya kişisel eşyaların (jilet, diş fırçası gibi) kullanımı da risktir. Cinsel temas yoluyla bulaşma riski düşüktür ancak mümkündür ve enfekte anneden bebeğe doğum sırasında da geçiş görülebilir."
Karaciğer ile ilgili: Hepatit C enfeksiyonu nasıl geçer?,"Hepatit C enfeksiyonu başlıca kan yoluyla bulaşır. En yaygın bulaşma yolu, enjekte edilen uyuşturucu kullanımı sırasında iğne veya şırınga paylaşımıdır. Ayrıca sterilize edilmemiş tıbbi aletlerin kullanımı, kan nakli (özellikle 1992 öncesi), anneden bebeğe doğum sırasında ve nadiren cinsel yolla da bulaşabilir."
Karaciğer ile ilgili: Hepatit C başkasına nasıl bulaşır?,"Hepatit C virüsü temel olarak enfekte bir kişinin kanının başka bir kişinin kanına geçmesiyle bulaşır. En yaygın bulaşma yolları arasında uyuşturucu enjektörlerinin paylaşımı, steril olmayan tıbbi veya dövme/piercing ekipmanlarının kullanımı bulunur. Ayrıca anneden bebeğe doğum sırasında ve nadiren cinsel ilişki yoluyla da geçebilir. Günlük temas, öksürme veya hapşırma ile bulaşmaz."
Karaciğer ile ilgili: Hepatit A nasıl bulaşır,"Hepatit A virüsü genellikle fekal-oral yolla bulaşır. Bu, virüs taşıyan kişinin dışkısıyla kirlenmiş su veya gıdaların tüketilmesiyle olur. Ayrıca, kişisel hijyen kurallarına uyulmaması (özellikle tuvalet sonrası el yıkamama) ve enfekte bir kişiyle yakın temas da bulaşmaya neden olabilir."
Karaciğer ile ilgili: Hepatit A enfeksiyonu nasıl geçer?,"Hepatit A enfeksiyonu genellikle vücudun kendi bağışıklık sistemi tarafından temizlenerek kendiliğinden iyileşir. Bu süreçte özel bir antiviral ilaç kullanılmaz, tedavi destekleyici niteliktedir. Dinlenmek, bol sıvı almak ve karaciğeri yormayacak bir beslenme düzeni uygulamak önemlidir. Çoğu kişi herhangi bir kalıcı karaciğer hasarı olmadan tamamen iyileşir."
Karaciğer ile ilgili: Hepatit A başkasına nasıl bulaşır?,"Hepatit A virüsü genellikle dışkı-ağız yoluyla bulaşır. Bu, virüsle kirlenmiş yiyeceklerin veya suların tüketilmesiyle ya da enfekte bir kişinin dışkısıyla temas etmiş ellerin ağıza götürülmesiyle gerçekleşir. Yetersiz kişisel hijyen ve kalabalık yaşam koşulları bulaşmayı kolaylaştırır."
Karaciğer ile ilgili: Hepatit C nedir?,"Hepatit C (HCV), karaciğerde iltihaplanmaya neden olan bir virüs enfeksiyonudur. Başlıca enfekte kan yoluyla bulaşır ve kronikleştiğinde siroz veya karaciğer kanseri gibi ciddi karaciğer hasarlarına yol açabilir."
Karaciğer ile ilgili: AFP nedir?,"AFP (Alfa-fetoprotein), fetal gelişim sırasında üretilen bir proteindir. Yetişkinlerde karaciğer kanseri ve bazı germ hücreli tümörler için tümör belirteci olarak kullanılır; ayrıca gebelikte bazı tarama testlerinde de rol oynar."
Karaciğer ile ilgili: Siroz düzelir mi?,Siroz genellikle tamamen düzelmez; ancak ilerlemesi durdurulabilir ve bazı erken evrelerde kısmi iyileşme sağlanabilir. İleri durumlarda tek kalıcı çözüm karaciğer naklidir.
Karaciğer yağlanması geçer mi?,"Evet, özellikle erken evrede yaşam tarzı değişikliği, diyet ve egzersiz ile tamamen geri dönebilir."
Karaciğer ile ilgili: Siroz tamamen iyileşir mi?,"İleri evre siroz tamamen iyileşmez, ancak altta yatan neden tedavi edilirse ilerlemesi durdurulabilir ve karaciğer fonksiyonları bir miktar düzelebilir."
Karaciğer hastası alkol alabilir mi?,"Hayır, karaciğer hastalığı olan birinin alkolü tamamen bırakması gerekir çünkü alkol mevcut hasarı artırır."
Sigara karaciğere zarar verir mi?,"Evet, sigara karaciğerdeki hasarı artırır, fibrozis sürecini hızlandırır ve karaciğer kanseri riskini yükseltir."
Karaciğer hastası sigara içebilir mi?,"İçmemelidir. Sigara, hastalığın seyrini kötüleştirebileceği için bırakılması şiddetle tavsiye edilir."
Karaciğer ile ilgili: Oruç tutmamda sakınca var mı?,Karaciğer hastalığınızın durumuna bağlıdır. Özellikle ileri evre hastalığı olanlar için riskli olabilir. Oruç tutmadan önce mutlaka doktorunuza danışmalısınız.
Hangi doktor karaciğer hastalıklarında daha iyidir?,Karaciğer hastalıkları için Gastroenteroloji veya bu alanın bir üst uzmanlığı olan Hepatoloji bölümüne başvurulmalıdır.
Türkiye’de karaciğer için en iyi hastane hangisi?,'En iyi' hastane kişiye göre değişir ancak genellikle tecrübeli nakil merkezleri olan üniversite hastaneleri ve eğitim-araştırma hastaneleri bu alanda yetkindir.
Karaciğer hastaları kahve içebilir mi?,"Evet, araştırmalar şekersiz ve kremasız olmak kaydıyla günde 2-3 fincan kahvenin karaciğer sağlığına faydalı olabileceğini göstermektedir."
"Neden sürekli halsiz hissediyorum, karaciğerden olabilir mi?","Evet, kronik yorgunluk ve halsizlik, karaciğer hastalıklarının en yaygın belirtilerinden biridir."
Karaciğer nakli için ne yapmam gerek?,Öncelikle bir gastroenteroloji veya hepatoloji uzmanı tarafından değerlendirilmeniz ve eğer uygun görülürseniz bir karaciğer nakil merkezine yönlendirilmeniz gerekir.
Yağlı yemek karaciğeri kötü etkiler mi?,"Evet, özellikle doymuş ve trans yağ içeren işlenmiş gıdalar karaciğer yağlanmasını artırır ve karaciğere yük bindirir."
"Karaciğer ile ilgili: Hepatit B taşıyıcısıyım, bulaştırır mıyım?","Evet, Hepatit B kan ve vücut sıvıları (cinsel ilişki, kan teması) yoluyla bulaşabilir. Bu nedenle önlem alınması önemlidir."
Karaciğer hastalığı bulaşıcı mı?,"Hepatit A, B, C gibi viral enfeksiyonlar bulaşıcıdır. Ancak yağlı karaciğer, alkole bağlı hastalıklar veya otoimmün hastalıklar bulaşıcı değildir."
"Kaşıntım var, karaciğerle ilgisi olabilir mi?","Evet, özellikle safra akışının bozulduğu karaciğer hastalıklarında kanda biriken safra tuzları ciltte kaşıntıya neden olabilir."
Karaciğer ile ilgili: Karın şişliği siroz belirtisi mi?,"Evet, karında asit adı verilen sıvının birikmesi, ileri evre sirozun önemli bir belirtisidir."
"Karaciğer ile ilgili: Tahlillerim normal ama hâlâ şikayetim var, neden?",Bazı durumlarda karaciğer hastalığı erken evredeyken kan tahlillerine yansımayabilir veya şikayetleriniz başka bir organdan (örn: safra kesesi) kaynaklanıyor olabilir.
Karaciğer ile ilgili: GGT neden yüksek çıkar?,"GGT yüksekliği en sık karaciğer ve safra yolu hastalıklarında görülür. Alkol kullanımı, bazı ilaçlar ve obezite de GGT'yi yükseltebilir."
Karaciğer hastaları ne kadar sürede iyileşir?,"İyileşme süresi; hastalığın türüne, evresine, altta yatan nedene ve tedaviye verilen yanıta göre kişiden kişiye tamamen değişir."
Karaciğer kanseri riskim var mı?,"Siroz, kronik Hepatit B veya C enfeksiyonu, alkole bağlı karaciğer hastalığı ve ileri evre yağlı karaciğer hastalığı olan kişilerde risk artar."
Karaciğer ile ilgili: Hepatit B aşısı oldum ama korunuyor muyum?,Genellikle evet. Korunup korunmadığınızdan emin olmak için Anti-HBs adı verilen basit bir kan testi yaptırarak bağışıklık düzeyinize baktırabilirsiniz.
Karaciğer hastaları spor yapabilir mi?,"Evet, çoğu durumda hafif ve orta düzeyde egzersiz (yürüyüş, yüzme gibi) faydalıdır. Ancak programınızı doktorunuza danışarak oluşturmalısınız."
Karaciğerin kendini yenilemesi ne kadar sürer?,"Bu, hasarın derecesine ve hasara yol açan nedenin ortadan kaldırılıp kaldırılmadığına bağlıdır. Ciddi bir hasarın toparlanması aylar veya yıllar sürebilir."
Bitkisel ilaçlar karaciğeri iyileştirir mi?,Bilimsel olarak kanıtlanmış bir etkinlikleri yoktur. Hatta bazı bitkisel ürünler karaciğere toksik etki yapabilir. Doktor onayı olmadan kesinlikle kullanılmamalıdır.
Karaciğer hastası hangi ilaçları kullanamaz?,"Birçok ilaç karaciğerde işlendiği için, ağrı kesiciler dahil tüm ilaçlar doktora danışılmadan kullanılmamalıdır. Doktorunuz size güvenli alternatifleri söyleyecektir."
Şekerli gıdalar karaciğeri etkiler mi?,"Evet, aşırı şeker ve özellikle fruktoz tüketimi, karaciğerde yağa dönüşerek karaciğer yağlanmasına (NAFLD) neden olur veya mevcut durumu kötüleştirir."
Karaciğer kanserini nasıl yenebilirim?,"Tedavi; kanserin evresine, boyutuna ve hastanın genel durumuna bağlıdır. Cerrahi, karaciğer nakli, ablasyon ve ilaç tedavileri gibi yöntemler kullanılır. Erken teşhis çok önemlidir."
Karaciğer hastası çocuk sahibi olabilir mi?,"Hastalığın tipi ve şiddetine bağlıdır. Hafif hastalığı olanlar genellikle sorun yaşamazken, ileri evre sirozu olanlar için gebelik riskli olabilir. Mutlaka doktor kontrolünde planlanmalıdır."
"Hamileyim, karaciğerim yağlı çıktı, ne yapmalıyım?",Bu durum gebelikte görülebilir. Kadın doğum uzmanınız ve bir gastroenterolog ile birlikte süreci yönetmelisiniz. Genellikle diyet ve yaşam tarzı değişiklikleri önerilir.
Oruç tutarsam karaciğerim zarar görür mü?,"Evet, özellikle ileri evre karaciğer hastalığında uzun süreli açlık ve susuzluk karaciğere zarar verebilir. Doktorunuza danışmadan kesinlikle oruç tutmayın."
Karaciğer hastalıklarında hangi kan değerleri yükselir?,"Genellikle ALT (SGPT), AST (SGOT), GGT, ALP (Alkalen Fosfataz) ve Bilirubin değerlerinde yükselme görülür."
Karaciğer ile ilgili: Bu sonuçlar nakil gerektiğini mi gösteriyor?,"Tek başına kan sonuçları nakil kararı için yeterli değildir. Nakil kararı, MELD skoru gibi skorlama sistemleri ve kapsamlı bir klinik değerlendirme ile verilir."
Karaciğerime en az zarar veren ağrı kesici hangisi?,"Bu kararı mutlaka doktorunuz vermelidir. Bazı durumlarda düşük doz parasetamol önerilebilirken, bazı durumlarda tamamen sakıncalı olabilir. Asla kendi başınıza karar vermeyin."
Karaciğer ile ilgili: Sarılık geçer mi?,"Evet, sarılık bir hastalık değil, bir belirtidir. Altta yatan karaciğer veya safra yolu sorunu tedavi edildiğinde bilirubin seviyeleri düşer ve sarılık kaybolur."
Karaciğer ile ilgili: Neden dilimde sarılık var gibi hissediyorum?,"Gerçek sarılık ilk olarak göz aklarında ve ciltte fark edilir. Dildeki sararma genellikle farklı nedenlere (beslenme, hijyen) bağlıdır ve karaciğer hastalığı belirtisi değildir."
B12 eksikliği karaciğerle ilgili olabilir mi?,"Evet, karaciğer B12 vitaminini depoladığı için, ileri evre karaciğer hastalıklarında B12 emilimi ve depolanması bozulabilir."
"Karaciğerim büyümüş dediler, ciddi mi?","Karaciğer büyümesi (hepatomegali) bir bulgudur ve altta yatan bir soruna işaret eder. Ciddiyeti, büyümeye neden olan hastalığa bağlıdır ve araştırılması gerekir."
Alkolü bırakırsam karaciğerim düzelir mi?,"Evet. Özellikle alkole bağlı yağlı karaciğer ve hepatit gibi erken evre hastalıklarda, alkolü bırakmak karaciğerin önemli ölçüde iyileşmesini sağlar."
Karaciğer yağlanması kilo verince geçer mi?,"Evet, kilo vermek karaciğer yağlanmasının en etkili tedavisidir. Vücut ağırlığının %7-10'unu kaybetmek genellikle belirgin bir iyileşme sağlar."
En iyi karaciğer doktoru İstanbul’da kim?,Belirli bir isim önermek doğru olmaz. Ancak üniversite hastanelerinin gastroenteroloji ve hepatoloji bölümlerindeki tecrübeli hekimleri araştırabilirsiniz.
Karaciğer hastalığında ne sıklıkla kontrole gitmeliyim?,"Bu, hastalığınızın türüne ve ciddiyetine bağlıdır. Stabil kronik hastalarda genellikle 3-6 ayda bir kontrol önerilir."
Karaciğer hastaları için özel bir diyet var mı?,"Evet. Genellikle Akdeniz tipi, tuzu ve şekeri azaltılmış, işlenmiş gıdalardan fakir bir diyet önerilir. En doğrusu bir diyetisyenden destek almaktır."
Karaciğer ile ilgili: Siroz olup olmadığımı nasıl anlarım?,"Siroz tanısı; doktor muayenesi, kan testleri, ultrason ve FibroScan gibi görüntüleme yöntemleri ve bazen de karaciğer biyopsisi ile konulur."
"Karaciğer değerlerim normale döndü ama hâlâ ağrım var, neden?","Ağrı, karaciğer kapsülünün gerilmesinden veya safra kesesi gibi komşu organlardan kaynaklanıyor olabilir. Değerlerin normalleşmesi her zaman tüm sorunların bittiği anlamına gelmez."
"Bacaklarımda ödem var, karaciğerle ilgisi olabilir mi?","Evet, özellikle ileri evre karaciğer hastalıklarında vücudun su ve tuz dengesi bozulduğu için bacaklarda ödem (şişlik) görülebilir."
Bitkisel çaylar karaciğere zarar verir mi?,"Evet, bazı bitkisel çaylar (örneğin sinameki, bazı karışım çaylar) karaciğer için toksik olabilir. Bilinçsizce tüketilmemelidir."
Karaciğer ile ilgili: Her yıl kontrole gitmem gerekir mi?,"Eğer kronik bir karaciğer hastalığınız veya siroz gibi bir risk faktörünüz varsa, doktorunuzun belirlediği aralıklarla düzenli kontrol hayati önem taşır."
Trombosit düşüklüğü karaciğerle ilgili mi?,"Evet, ileri evre sirozda dalak büyür ve trombositleri (pıhtılaşma pulcukları) parçalamaya başlar, bu da trombosit düşüklüğüne neden olur."
Karaciğer hastalığında aşı olmam gerekir mi?,"Evet. Eğer bağışıklığınız yoksa, diğer viral hepatitlerden korunmak için Hepatit A ve Hepatit B aşılarını olmanız şiddetle tavsiye edilir."
"Karaciğer ile ilgili: Sarılık olan biriyle temas ettim, ne yapmalıyım?","Sarılığın nedenini bilmek önemlidir. Eğer bulaşıcı Hepatit A ise, doktorunuz size koruyucu aşı veya immünglobulin önerebilir. Bir sağlık kuruluşuna danışın."
Karaciğer hastası evlenebilir mi?,"Evet, evlenebilir. Eğer hastalık Hepatit B gibi bulaşıcı bir türse, eşin korunması (aşılanması) için önlem alınması önemlidir."
Karaciğer hastalığı cinsel hayatı etkiler mi?,"Evet, kronik hastalıkların getirdiği yorgunluk, hormonal değişiklikler ve psikolojik etkenler cinsel isteği ve performansı etkileyebilir."
Karaciğer hastası hamile olabilir mi?,"Hastalığın evresine bağlıdır. Erken evrelerde mümkün olabilirken, ileri evre sirozda hem anne hem de bebek için ciddi riskler taşır. Mutlaka doktor onayı gerekir."
Karaciğer hastalarında unutkanlık neden olur?,"İleri evre karaciğer yetmezliğinde, vücuttan atılamayan toksinler beyin fonksiyonlarını etkileyerek unutkanlık ve kafa karışıklığına (hepatik ensefalopati) neden olabilir."
Karaciğer hastaları ne kadar su içmeli?,"Genel olarak yeterli su içmek iyidir. Ancak sirozda asit (karında sıvı) varsa, doktor sıvı kısıtlaması önerebilir. Miktar doktora danışılmalıdır."
Karaciğer hastası tatlı yiyebilir mi?,İşlenmiş şeker ve fruktoz içeren tatlılardan kaçınılmalıdır çünkü bunlar karaciğer yağlanmasını artırır. Meyve gibi doğal şekerler ölçülü tüketilebilir.
"Diyet yaparken karaciğer değerlerim bozuldu, neden?","Çok düşük kalorili, şok diyetler veya tek tip beslenmeye dayalı diyetler karaciğeri strese sokarak enzimlerin yükselmesine neden olabilir."
Karaciğer nakli sonrası yaşam nasıl olur?,"Nakil sonrası kişiler, organ reddini önleyici ilaçları ömür boyu kullanarak ve düzenli doktor kontrolüyle normal ve aktif bir yaşam sürebilirler."
Karaciğer ile ilgili: Hangi skorlar nakil için önemlidir?,Karaciğer nakli aciliyetini belirlemede en sık kullanılan skorlama sistemi MELD (Model for End-Stage Liver Disease) skorudur.
Hastalığım ilerlerse karaciğer nakline gerek olur mu?,"Evet, siroz gibi hastalıklar son evreye ulaştığında ve karaciğer fonksiyonlarını yerine getiremediğinde karaciğer nakli tek tedavi seçeneği haline gelebilir."
Hangi karaciğer hastalığı daha tehlikeli?,Hastalığın tehlikesi türünden çok evresine bağlıdır. Tedavi edilmeyen ve siroza veya kansere ilerleyen her türlü karaciğer hastalığı tehlikelidir.
"İnternette karaciğeri temizleyen kürler var, işe yarar mı?","Hayır, bu tür kürlerin bilimsel bir dayanağı yoktur ve içerdikleri bilinmeyen maddelerle karaciğere daha fazla zarar verme riski taşırlar. Uzak durulmalıdır."
Karaciğer hastası gece neden uyanır?,İleri evre karaciğer hastalıklarında uyku-uyanıklık döngüsü bozulabilir. Ayrıca kaşıntı veya huzursuz bacak sendromu gibi şikayetler de uykuyu bölebilir.
Karaciğer ile ilgili: Hepatit C tam olarak iyileşiyor mu?,"Evet, günümüzdeki yeni nesil antiviral ilaçlarla Hepatit C enfeksiyonu %95'in üzerinde bir başarı oranıyla tamamen tedavi edilebilmektedir."
Karaciğer kanser tanısı nasıl konur?,"Tanı; ultrason, tomografi, MR gibi görüntüleme yöntemleri, AFP gibi kan testleri ve bazen de biyopsi ile konulur."
"Vücudumda morluklar oluşuyor, karaciğerle ilgili mi?","Evet, karaciğer pıhtılaşma faktörlerini ürettiği için, ileri evre hastalıklarda kolay morarma ve kanama eğilimi görülebilir."
D vitamini karaciğere zararlı mı?,"Hayır, aksine karaciğer hastalarında sıkça D vitamini eksikliği görülür ve doktor kontrolünde takviye edilmesi gerekebilir."
Karaciğer hastasıyım ilk ne yapmam gerek?,"İlk yapmanız gereken şey, bir Gastroenteroloji veya Hepatoloji uzmanına başvurarak hastalığınızın teşhisini ve evresini netleştirmek ve tedavi planınızı oluşturmaktır."
Karaciğer hastaları günde kaç öğün yemeli?,"Genellikle 'az az ve sık sık' beslenme prensibi önerilir. Günde 3 ana, 2-3 ara öğün şeklinde beslenmek kan şekerini dengeler ve karaciğeri yormaz."
Karaciğer hastalığında iştahsızlık olur mu?,"Evet, iştahsızlık ve buna bağlı kilo kaybı karaciğer hastalıklarının sık görülen belirtilerindendir."
"Karaciğer ile ilgili: Hepatit taşıyıcısıyım, evlenebilir miyim?","Evet, evlenebilirsiniz. Hepatit B taşıyıcısıysanız, müstakbel eşinizin aşılanarak korunması sağlanmalıdır. Bu durum evliliğe engel değildir."
Karaciğer ile ilgili: Bitki çayı ve vitamin takviyesi kullanmam zararlı olur mu?,Doktorunuza danışmadan kesinlikle kullanmayın. Bazı bitkiler ve vitaminlerin yüksek dozları karaciğer için zararlı olabilir.
Karaciğer hastaları hangi uzmanlık alanına gitmeli?,Gastroenteroloji bölümüne gitmelidirler. Karaciğer hastalıkları konusunda özelleşmiş hekimlere ise Hepatolog denir.
Karaciğer hastalığı psikolojiyi etkiler mi?,"Evet, kronik bir hastalıkla yaşamak, belirsizlikler ve fiziksel şikayetler nedeniyle anksiyete ve depresyon gibi psikolojik sorunlara yol açabilir."
"Sık sinirleniyorum, bunun sebebi karaciğer olabilir mi?","Geleneksel inanışlarda böyle bir bağlantı kurulsa da, bilimsel olarak sinirliliğin doğrudan karaciğer hastalığı belirtisi olduğu kanıtlanmamıştır. Ancak kronik hastalığın stresi sinirliliğe yol açabilir."
Hangi karaciğer hastalığı kansere dönüşür?,"Siroza yol açan tüm hastalıklar (Kronik Hepatit B ve C, alkol, ileri evre yağlanma) karaciğer kanseri (HCC) için en önemli risk faktörleridir."
"Karaciğer ile ilgili: AFP değerim yükseldi, kanser miyim?",AFP yüksekliği karaciğer kanseri için bir belirteçtir ancak tek başına kanser tanısı koydurmaz. Gebelik veya diğer karaciğer hastalıklarında da yükselebilir. Mutlaka ileri tetkik gerekir.
Karaciğer hastalığı olan biri tatile çıkabilir mi?,Hastalığın evresine bağlıdır. Stabil ve iyi durumda olan hastalar doktor onayı ile tatile çıkabilir. İleri evre hastalar için seyahat riskli olabilir.
Karaciğer hastaları güneşe çıkabilir mi?,Bazı ilaçlar güneşe karşı hassasiyet yaratabilir. Bunun dışında doğrudan bir engel yoktur ancak aşırı sıcaktan ve su kaybından kaçınılmalıdır.
Karaciğer hastasıyım yüzümde sarılık olur mu?,"Evet, sarılık (bilirubin yüksekliği) ilk olarak göz aklarında başlar ve ilerledikçe yüz dahil tüm cilde yayılır."
Karaciğer hastaları vitamin kullanmalı mı?,"Sadece doktor tarafından eksikliği saptanan vitaminleri, yine doktorun önerdiği dozda kullanmalıdır. Bilinçsiz vitamin kullanımı zararlı olabilir."
Süt karaciğer için zararlı mı?,"Hayır, aksine süt ve süt ürünleri iyi bir protein kaynağıdır. Yağsız veya az yağlı olanları tercih etmek daha doğrudur."
Karaciğer hastaları diyetisyen kontrolünde mi beslenmeli?,"Evet, en doğrusu budur. Diyetisyen, hastalığın evresine ve kişisel ihtiyaçlara uygun, dengeli bir beslenme programı oluşturur."
Sadece bitkisel beslenmek karaciğere iyi gelir mi?,Dengeli bir bitkisel beslenme faydalı olabilir ancak tek başına bir tedavi değildir. Özellikle protein alımının yeterli olduğundan emin olunmalıdır.
Şeker tüketimi karaciğeri nasıl etkiler?,"Aşırı fruktoz ve şeker, karaciğerde doğrudan yağa çevrilir. Bu durum, alkole bağlı olmayan karaciğer yağlanmasının (NAFLD) en önemli nedenlerinden biridir."
Karaciğer hastalığında uyku düzeni bozulur mu?,"Evet, özellikle sirozda uyku-uyanıklık döngüsünün tersine dönmesi (gece uyanık, gündüz uykulu olma) sık görülen bir durumdur."
Karaciğer hastası gece geç yatabilir mi?,"Kaliteli ve yeterli uyku, vücudun yenilenmesi için önemlidir. Düzenli bir uyku programı takip etmek genel sağlık için daha faydalıdır."
"Kolesterolüm yüksek, karaciğerle ilgisi olabilir mi?","Evet, karaciğer kolesterol üretim ve metabolizmasında merkezi bir role sahiptir. Karaciğer yağlanması gibi durumlar kolesterol yüksekliği ile birlikte görülebilir."
Karaciğer ile ilgili: NASH ve NAFLD farkı nedir?,NAFLD (Non-alkolik yağlı karaciğer hastalığı) karaciğerde sadece yağ birikimidir. NASH ise bu yağlanmaya iltihap ve hücre hasarının da eklendiği daha ciddi bir durumdur ve siroza ilerleyebilir.
Herkesin karaciğeri biraz yağlı mıdır?,"Hayır, sağlıklı bir karaciğerde çok az miktarda yağ bulunur veya hiç bulunmaz. Yağ oranının %5'i geçmesi yağlanma olarak kabul edilir."
Karaciğer hastası grip olursa ne yapmalı?,"Doktoruna danışmalıdır. Özellikle ateş düşürücü ve ağrı kesici ilaçları bilinçsizce kullanmamalı, bol sıvı almalı ve dinlenmelidir."
